QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following
Is there a decent chance a single college senior (female-21) would say yes to an off campus dinner date from a college freshman (male-18)?,https://www.quora.com/Is-there-a-decent-chance-a-single-college-senior-female-21-would-say-yes-to-an-off-campus-dinner-date-from-a-college-freshman-male-18,,,,,,,,,,
Whats the fastest way to impress a woman?,https://www.quora.com/Whats-the-fastest-way-to-impress-a-woman,,,,,,,,,,
Why are men not expected to stare at women who expose some of their most beautiful features in public?,https://www.quora.com/Why-are-men-expected-to-not-stare-at-women-who-expose-some-of-their-most-beautiful-features-in-public,,,,,,,,,,
"What's the point when women point at a man's butt and say things like ""Look at that ass""? Isn't it strange, because normally men do that and not women?",https://www.quora.com/Whats-the-point-when-women-point-at-a-mans-butt-and-say-things-like-Look-at-that-ass-Isnt-it-strange-because-normally-men-do-that-and-not-women,,,,,,,,,,
How can I ignore attractive women definitively for the rest of my life?,https://www.quora.com/How-can-I-ignore-attractive-women-definitively-for-the-rest-of-my-life,,,,,,,,,,
Why do women get maternity leave when they're trying so hard to compete with men in the business world nowadays?,https://www.quora.com/Why-do-women-get-maternity-leave-when-theyre-trying-so-hard-to-compete-with-men-in-the-business-world-nowadays,,,,,,,,,,
Joke Question : Why don't women have a penis above their vagina to enable them to urinate while standing?,https://www.quora.com/Joke-Question/Why-dont-women-have-a-penis-above-their-vagina-to-enable-them-to-urinate-while-standing,,,,,,,,,,
"I hate to initiate conversation with girls because then they will think I'm interested, even when I'm not really into them. What to do?",https://www.quora.com/I-hate-to-initiate-conversation-with-girls-because-then-they-will-think-Im-interested-even-when-Im-not-really-into-them-What-to-do,,,,,,,,,,
Question That Contains Assumptions: Do Indian girls abuse their husbands for money after marriage because their marriage criteria includes them expecting their husbands to earn 3 times more than them and also own a house?,https://www.quora.com/Question-That-Contains-Assumptions-1/Do-Indian-girls-abuse-their-husbands-for-money-after-marriage-because-their-marriage-criteria-includes-them-expecting-their-husbands-to-earn-3-times-more-than-them-and-also-own-a-house,,,,,,,,,,
Why aren't all girls blonde?,https://www.quora.com/Why-aren-t-all-girls-blonde,,,,,,,,,,
Why are a lot of women seemingly so superficial and shallow when it comes to what they are looking for in a man?,https://www.quora.com/Why-are-a-lot-of-women-seemingly-so-superficial-and-shallow-when-it-comes-to-what-they-are-looking-for-in-a-man,,,,,,,,,,
What proportion of women have described childbirth as an erotic experience?,https://www.quora.com/What-proportion-of-women-have-described-childbirth-as-an-erotic-experience,,,,,,,,,,
Why is it important to know the differences in the male and female reproductive systems?,https://www.quora.com/Why-is-it-important-to-know-the-differences-in-the-male-and-female-reproductive-systems,,,,,,,,,,
Wearing what colors can attract women?,https://www.quora.com/Wearing-what-colors-can-attract-women,,,,,,,,,,
Are all female skeletons the same width?,https://www.quora.com/Are-all-female-skeletons-the-same-width,,,,,,,,,,
Physical Appearances of People: How can I tell how well a woman is going to age?,https://www.quora.com/Physical-Appearances-of-People/How-can-I-tell-how-well-a-woman-is-going-to-age,,,,,,,,,,
How can I make my girlfriend more open minded?,https://www.quora.com/How-can-I-make-my-girlfriend-more-open-minded,,,,,,,,,,
Why are women so demanding?,https://www.quora.com/Why-are-women-so-demanding,,,,,,,,,,
Do women have equal intelligence to men?,https://www.quora.com/Do-women-have-equal-intelligence-to-men,,,,,,,,,,
Is it easier to ask out American girls for sex than Indian girls?,https://www.quora.com/Is-it-easier-to-ask-out-American-girls-for-sex-than-Indian-girls,,,,,,,,,,
Will my girlfriend still love me if she comes to know that I am a sociopath?,https://www.quora.com/Will-my-girlfriend-still-love-me-if-she-comes-to-know-that-I-am-a-sociopath,,,,,,,,,,
Do girls notice when a guy is making an effort to talk to her?,https://www.quora.com/Do-girls-notice-when-a-guy-is-making-an-effort-to-talk-to-her,,,,,,,,,,
Do Indian women like to allow their partners to sit on their thighs or hips and do intercourse while using the reverse-jockey style sex position?,https://www.quora.com/Do-Indian-women-like-to-allow-their-partners-to-sit-on-their-thighs-or-hips-and-do-intercourse-while-using-the-reverse-jockey-style-sex-position,,,,,,,,,,
"What are the different shapes, sizes and aromas of women's vaginas and other genitals?",https://www.quora.com/What-are-the-different-shapes-sizes-and-aromas-of-womens-vaginas-and-other-genitals,,,,,,,,,,
What is the best method to propose to a girl in a way that she cannot refuse?,https://www.quora.com/What-is-the-best-method-to-propose-to-a-girl-in-a-way-that-she-cannot-refuse,,,,,,,,,,
How many girls watch porn?,https://www.quora.com/How-many-girls-watch-porn,,,,,,,,,,
Do women use intense sexual medicine before sex?,https://www.quora.com/Do-women-use-intense-sexual-medicine-before-sex,,,,,,,,,,
"What does it mean when your ex girlfriend unblocks you on your birthday, wishes you a happy birthday, and again blocks you on very next day?",https://www.quora.com/What-does-it-mean-when-your-ex-girlfriend-unblocks-you-on-your-birthday-wishes-you-a-happy-birthday-and-again-blocks-you-on-very-next-day,,,,,,,,,,
My wife loves herself for having a good husband. But she doesn't value my feelings much. What do I do?,https://www.quora.com/My-wife-loves-herself-for-having-a-good-husband-But-she-doesnt-value-my-feelings-much-What-do-I-do,,,,,,,,,,
What are the underlying causes of the drive toward female liberation over the last several centuries?,https://www.quora.com/What-are-the-underlying-causes-of-the-drive-toward-female-liberation-over-the-last-several-centuries,,,,,,,,,,
Why might a woman that a man is interested in spy on him?,https://www.quora.com/Why-might-a-woman-that-a-man-is-interested-in-spy-on-him,,,,,,,,,,
With all the available freemium dating & social media platforms; why are so many women still unable to find dateable men?,https://www.quora.com/With-all-the-available-freemium-dating-social-media-platforms-why-are-so-many-women-still-unable-to-find-dateable-men,,,,,,,,,,
Ladies: How is your quiff today?,https://www.quora.com/Ladies-How-is-your-quiff-today,,,,,,,,,,
In what situations are women most likely to  lower their standards by (a) having a one-night-stand and (b) doing so with someone they normally wouldn't consider having sex with?,https://www.quora.com/In-what-situations-are-women-most-likely-to-lower-their-standards-by-a-having-a-one-night-stand-and-b-doing-so-with-someone-they-normally-wouldnt-consider-having-sex-with,,,,,,,,,,
Are Spanish feminists upset that some nouns have a masculine grammatical gender?,https://www.quora.com/Are-Spanish-feminists-upset-that-some-nouns-have-a-masculine-grammatical-gender,,,,,,,,,,
"Question That Contains Assumptions: Is the logical result of most women liking ""bad boys"", that women like worshiping Satan?",https://www.quora.com/Question-That-Contains-Assumptions-1/Is-the-logical-result-of-most-women-liking-bad-boys-that-women-like-worshiping-Satan,,,,,,,,,,
Can one tell by the flavor whether a glass of piss was made by a man or a woman?,https://www.quora.com/Can-one-tell-by-the-flavor-whether-a-glass-of-piss-was-made-by-a-man-or-a-woman,,,,,,,,,,
What should I do?,https://www.quora.com/What-should-I-do-332,,,,,,,,,,
Needs to Be Phrased More Neutrally: What causes women to become feminists/feminazis?,https://www.quora.com/Needs-to-Be-Phrased-More-Neutrally/What-causes-women-to-become-feminists-feminazis,,,,,,,,,,
"Names and Naming: Are Germans, and especially the husbands, not embarrassed of their chancellor calling herself not by her father's name, or by her husband's name, but by the name of some random guy to whom she was married to for a while?",https://www.quora.com/Names-and-Naming/Are-Germans-and-especially-the-husbands-not-embarrassed-of-their-chancellor-calling-herself-not-by-her-fathers-name-or-by-her-husbands-name-but-by-the-name-of-some-random-guy-to-whom-she-was-married-to-for-a-while,,,,,,,,,,
"How common is it for women to be attracted to guys with ""Peter Pan"" personalities?",https://www.quora.com/How-common-is-it-for-women-to-be-attracted-to-guys-with-Peter-Pan-personalities,,,,,,,,,,
Why do some women hate men for things like rape?,https://www.quora.com/Why-do-some-women-hate-men-for-things-like-rape,,,,,,,,,,
My Wife won't be happy for my small joys. How do I help her become a better person?,https://www.quora.com/My-Wife-wont-be-happy-for-my-small-joys-How-do-I-help-her-become-a-better-person,,,,,,,,,,
Do you think it was rude and cheeky for my ex to give me a dirty look?,https://www.quora.com/Do-you-think-it-was-rude-and-cheeky-for-my-ex-to-give-me-a-dirty-look,,,,,,,,,,
"Is it possible to have a girlfriend if you have no skills, talents or abilities?",https://www.quora.com/Is-it-possible-to-have-a-girlfriend-if-you-have-no-skills-talents-or-abilities,,,,,,,,,,
Are straight women's libidos being shaped by gay men or do they naturally share the same sexual tastes when it comes to guys?,https://www.quora.com/Are-straight-womens-libidos-being-shaped-by-gay-men-or-do-they-naturally-share-the-same-sexual-tastes-when-it-comes-to-guys,,,,,,,,,,
Why do some Indian girls act or dress slutty?,https://www.quora.com/Why-do-some-Indian-girls-act-or-dress-slutty,,,,,,,,,,
"Do you agree ""Women have hunger 2-fold, shyness 4-fold, daring 6-fold and lust 8-fold as compared to men""?",https://www.quora.com/Do-you-agree-Women-have-hunger-2-fold-shyness-4-fold-daring-6-fold-and-lust-8-fold-as-compared-to-men,,,,,,,,,,
Should a person's sexual history affect how you perceive them?,https://www.quora.com/Should-a-persons-sexual-history-affect-how-you-perceive-them,,,,,,,,,,
Is it ok if I am 17 and still haven't proposed to a girl yet?,https://www.quora.com/Is-it-ok-if-I-am-17-and-still-havent-proposed-to-a-girl-yet,,,,,,,,,,
Do indian girls like giving a blow job?,https://www.quora.com/Do-indian-girls-like-giving-a-blow-job,,,,,,,,,,
How would dating a bisexual girl work in a straight man's POV?,https://www.quora.com/How-would-dating-a-bisexual-girl-work-in-a-straight-mans-POV,,,,,,,,,,
Do women secretly lust for violent men?,https://www.quora.com/Do-women-secretly-lust-for-violent-men,,,,,,,,,,
Why do girls want boys to do more for them?,https://www.quora.com/Why-do-girls-want-boys-to-do-more-for-them,,,,,,,,,,
Needs to Be Clearer: Do women put men as a second option when going back to their ex?,https://www.quora.com/Needs-to-Be-Clearer/Do-women-put-men-as-a-second-option-when-going-back-to-their-ex,,,,,,,,,,
Why do some people eat ice cream from their spoons in two steps?,https://www.quora.com/Why-do-some-people-eat-ice-cream-from-their-spoons-in-two-steps,,,,,,,,,,
Is it pleasurable for women to have men stare directly at their breasts?,https://www.quora.com/Is-it-pleasurable-for-women-to-have-men-stare-directly-at-their-breasts,,,,,,,,,,
"When a girl says, ""I have a boyfriend,"" does it mean she is not into me?",https://www.quora.com/When-a-girl-says-I-have-a-boyfriend-does-it-mean-she-is-not-into-me,,,,,,,,,,
What do women like about guys with medium to long hair?,https://www.quora.com/What-do-women-like-about-guys-with-medium-to-long-hair,,,,,,,,,,
Dating and Relationships in India: How much does dating a girlfriend cost on average per month?,https://www.quora.com/Dating-and-Relationships-in-India/How-much-does-dating-a-girlfriend-cost-on-average-per-month,,,,,,,,,,
Does personal success affect physical appearance (especially the face)?,https://www.quora.com/Does-personal-success-affect-physical-appearance-especially-the-face,,,,,,,,,,
What does it mean when girls scratch their arms when a guy is with them?,https://www.quora.com/What-does-it-mean-when-girls-scratch-their-arms-when-a-guy-is-with-them,,,,,,,,,,
Why do girls hate hackers?,https://www.quora.com/Why-do-girls-hate-hackers,,,,,,,,,,
Is there an operation that can improve and lift 'sagging breasts' safely?,https://www.quora.com/Is-there-an-operation-that-can-improve-and-lift-sagging-breasts-safely,,,,,,,,,,
Why aren't more women in politics? Is the ratio of men and women in politics due to a negative media impact or is it simply less common of an interest for a woman to pursue?,https://www.quora.com/Why-arent-more-women-in-politics-Is-the-ratio-of-men-and-women-in-politics-due-to-a-negative-media-impact-or-is-it-simply-less-common-of-an-interest-for-a-woman-to-pursue,,,,,,,,,,
